segment_index,duration,file_path,speaker_role,stress_score,transcript,alert_level,alert_reason
31,0.88,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1028_seg_0.wav,UNKNOWN,0.0,SAY AGAIN CAN YOU THREE BY FIVE HELI HOTEL YANKEE,Minor Anomaly,Potential Communication Hesitation/Anomaly
32,4.9,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1029_seg_0.wav,UNKNOWN,24.675779907441907,LEVEL THREE SEVEN ZERO APPROACHING TOMTI,Routine,
33,2.72,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_102_seg_0.wav,UNKNOWN,41.11459224769364,DESCEND FLIGHT LEVEL SEVEN ZERO SEVEN ZERO TWO SIX NINER SIX ZERO,Routine,
34,1.79,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1030_seg_0.wav,UNKNOWN,35.340011325963985,CONNIE EIGHT THREE FIVE COPY,Routine,
35,3.19,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1031_seg_0.wav,UNKNOWN,47.07140468347924,CSA EIGHT MIKE THREE RUNWAY THREE ONE CLEARED TO LAND WIND ONE SEVEN ZERO DEGREES THREE KNOTS,Routine,
36,3.09,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1032_seg_0.wav,UNKNOWN,10.349102551297776,HELI LIMA JULIETT JOIN MID LEFT HELI CIRCUIT THREE TWO LAND AT OWN DISCRETION SWISS HELICOPTER WIND ZERO FOUR ZERO DEGREES ONE ZERO KNOTS,Routine,
37,1.17,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1033_seg_0.wav,UNKNOWN,20.774572106693327,HOLD THE HOLDING POINT AND WE,Routine,
38,5.61,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1034_seg_0.wav,UNKNOWN,71.83960352031973,ONE THREE THREE THREE NINER ZERO THREE ONE TWO CHARLIE BYE BYE,Elevated Risk,High Stress (Score: 71)
39,2.2,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1035_seg_0.wav,UNKNOWN,98.09034487055295,HELLO CHANNEX EIGHT SEVEN PAPA ROMEO RUZYNE TOWER CONTINUE APPROACH,EMERGENCY,Severe Stress Spike (Score: 98)
40,3.45,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1036_seg_0.wav,UNKNOWN,15.845992076200057,ONE THREE ONE ZERO FIVE FIVE MIKE ALPHA KILO THANKS BYE BYE,Routine,
41,5.08,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1037_seg_0.wav,UNKNOWN,32.21042161332238,LUFTHANSA FIVE MIKE ECHO DESCEND FLIGHT LEVEL SIX ZERO,Routine,
42,1.98,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1038_seg_0.wav,UNKNOWN,43.12813613060905,TWO FIVE THREE EIGHT,Routine,
43,2.9,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1039_seg_0.wav,UNKNOWN,92.68804468247384,JETSTAR SEVEN SIX ONE WIND IS CALM RUNWAY ONE SIX RIGHT CLEARED TO LAND,EMERGENCY,Severe Stress Spike (Score: 92)
44,1.7,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_103_seg_0.wav,UNKNOWN,59.276700876660215,CSA FIVE DELTA ROMEO RUNWAY ONE THREE CLEARED TO LAND WIND ZERO EIGHT ZERO DEGREES,Routine,
45,1.33,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1040_seg_0.wav,UNKNOWN,77.61409178215241,EXPECT TWO HOLDINGS,Elevated Risk,High Stress (Score: 77)
46,7.26,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1041_seg_0.wav,UNKNOWN,100.0,PRAGUE RADAR GOOD AFTERNOON CHARLIE INDIA GOLF ONE SIX FOUR TWO CLIMBING LEVEL TWO EIGHT ZERO INBOUND OSCAR KILO GOLF,EMERGENCY,Severe Stress Spike (Score: 100)
47,1.89,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1042_seg_0.wav,UNKNOWN,15.189500516209591,DOWN FLIGHT LEVEL ONE ZERO ZERO SKYTRAVEL ONE ZERO THREE FIVE,Routine,
48,7.35,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1043_seg_0.wav,UNKNOWN,24.72683224050345,QATARI THREE ZERO SIX FOUR HELLO PRAHA RADAR CONTACT CLIMB FLIGHT LEVEL THREE THREE ZERO,Routine,
49,5.34,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1044_seg_0.wav,UNKNOWN,77.51330719746136,HOTEL ECHO LIMA AFFIRM REMAIN ON MY FREQUENCY YOU ARE STILL WITHIN THE TMA,Elevated Risk,High Stress (Score: 77)
50,3.9,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1045_seg_0.wav,UNKNOWN,65.39379039582374,CLIMB FLIGHT LEVEL ONE,Routine,
51,4.28,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1046_seg_0.wav,UNKNOWN,100.0,CSA NINER THREE ZERO CLIMB FLIGHT LEVEL ONE SIX,EMERGENCY,Severe Stress Spike (Score: 100)
52,2.86,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1047_seg_0.wav,UNKNOWN,100.0,ONE SIX RIGHT CLEARED TO LAND AND UNDERSTOOD QANTAS FOUR NINETY EIGHT,EMERGENCY,Severe Stress Spike (Score: 100)
53,2.42,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1048_seg_0.wav,UNKNOWN,54.50331143607751,NOT YET,Routine,
54,3.89,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1049_seg_0.wav,UNKNOWN,24.012195826620765,PRAHA LUFTHANSA EIGHT VICTOR LIMA SAY AGAIN,Minor Anomaly,Potential Communication Hesitation/Anomaly
55,6.87,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_104_seg_0.wav,UNKNOWN,40.05458567255837,HELLO LUFTHANSA SEVEN EIGHT SEVEN PRAHA RADAR RADAR CONTACT CLIMB FLIGHT LEVEL ONE TWO ZERO CLIMBING FLIGHT LEVEL ONE TWO ZERO LUFTHANSA SEVEN EIGHT SEVEN,Routine,
56,4.47,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1050_seg_0.wav,UNKNOWN,100.0,OKAY COPY THANK YOU,EMERGENCY,Severe Stress Spike (Score: 100)
57,3.11,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1051_seg_0.wav,UNKNOWN,0.0,HOTEL GOLF BRAVO IS ECHO TWO AT THREE THOUSAND THREE HUNDRED FEET,Routine,
58,4.27,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1052_seg_0.wav,UNKNOWN,21.74953518131285,CSA SEVEN SEVEN THREE AND HIGHER SPEED APPROVED,Routine,
59,4.18,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1053_seg_0.wav,UNKNOWN,68.8035909395171,CLEARED TO LAND RUNWAY ONE THREE CSA FIVE MIKE BRAVO,Routine,
60,6.215,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1054_seg_0.wav,UNKNOWN,30.52097236785584,ONE TWO FIVE,Routine,
61,2.51,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1055_seg_0.wav,UNKNOWN,100.0,CLIMBING LEVEL ONE SIX ZERO LOT FIVE TWO EIGHT,EMERGENCY,Severe Stress Spike (Score: 100)
62,1.35,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1056_seg_0.wav,UNKNOWN,84.78455432575176,LINE UP RUNWAY,Elevated Risk,High Stress (Score: 84)
63,3.91,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1057_seg_0.wav,UNKNOWN,39.40722047533737,CIMBER THREE FIVE TWO SEVEN LEFT TURN HEADING ONE FOUR ZERO CLEARED FOR ILS APPROACH RUNWAY ONE THREE,Routine,
64,2.75,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1058_seg_0.wav,UNKNOWN,100.0,HOTEL ECHO XRAY FINAL TWO FIVE FOR TOUCH AND GO,EMERGENCY,Severe Stress Spike (Score: 100)
65,5.42,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1059_seg_0.wav,UNKNOWN,14.923909653435617,ISRAEL TWO FIVE TWO PRAHA GOOD EVENING RADAR CONTACT,Routine,
66,2.46,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_105_seg_0.wav,UNKNOWN,18.6512227697308,JETSTAR SEVEN SIXTY SEVEN SYDNEY TOWER,Routine,
67,2.99,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1060_seg_0.wav,UNKNOWN,67.69376432603964,NOVEMBER MIKE ALPHA VECTORING FOR A SHORT APPROACH TURN LEFT HEADING TWO FOUR ZERO,Routine,
68,5.18,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1061_seg_0.wav,UNKNOWN,100.0,HOTEL HOTEL OSCAR,EMERGENCY,Severe Stress Spike (Score: 100)
69,6.175,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1062_seg_0.wav,UNKNOWN,20.71149855275694,HOTEL OSCAR ECHO THE SECOND TRAFFIC IS NOW TO OVERHEAD WHISKEY ONE OPOSITE,Routine,
70,2.28,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1063_seg_0.wav,UNKNOWN,100.0,HOTEL ECHO XRAY WIND TWO SIX ZERO DEGREES ONE ZERO KNOTS RUNWAY TWO FIVE CLEARED TO LAND,EMERGENCY,Severe Stress Spike (Score: 100)
71,6.0,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1064_seg_0.wav,UNKNOWN,0.0,THREE FOUR DECIMAL FIVE,Routine,
72,1.67,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1065_seg_0.wav,UNKNOWN,100.0,EL AL FIVE TWO TWO GOOD EVENING RADAR RADAR CONTACT,EMERGENCY,Severe Stress Spike (Score: 100)
73,1.48,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1066_seg_0.wav,UNKNOWN,42.79089744691508,CHANNEX SIX SIX HUNDRED PRAHA HELLO RADAR CONTACT DESCEND TO FLIGHT LEVEL THREE FOUR ZERO,Routine,
74,6.58,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1067_seg_0.wav,UNKNOWN,0.0,AUSTRIAN SEVEN ZERO SEVEN PAPA REDUCE SPEED TWO ZERO ZERO,Routine,
75,1.89,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1068_seg_0.wav,UNKNOWN,53.74135593180686,GOOD DAY AUSTRIAN SEVEN ZERO FOUR PRAHA RADAR RADAR CONTACT CLIMB FLIGHT LEVEL ONE FOUR ZERO HIGH SPEED APPROVED,Routine,
76,3.26,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1069_seg_0.wav,UNKNOWN,84.3812684259478,QNH ONE ZERO ONE EIGHT AFTER KEEP THE PROCEEDING TO VICTOR,Elevated Risk,High Stress (Score: 84)
77,7.84,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_106_seg_0.wav,UNKNOWN,31.313754641646742,HOTEL ECHO XRAY FINAL TWO FIVE FOR TOUCH AND GO,Routine,
78,5.92,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1070_seg_0.wav,UNKNOWN,7.067211553668976,LAND ONE THREE LOT FIVE TWO FIVE,Routine,
79,3.84,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1071_seg_0.wav,UNKNOWN,1.597270519072282,PRAHA GOOD AFTERNOON LUFTHANSA SEVEN ONE FIVE HEAVY AT LEVEL THREE FOUR ZERO,Routine,
80,2.77,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1072_seg_0.wav,UNKNOWN,66.78121222038914,RUZYNE TOWER HELLO BRIT AIR NINER ZERO,Routine,
81,4.05,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1073_seg_0.wav,UNKNOWN,94.07109757721952,CSA EIGHT ZERO THREE REDUCE AS YOU NEED AND DESCEND TO FLIGHT LEVEL ONE SIX ZERO,EMERGENCY,Severe Stress Spike (Score: 94)
82,4.87,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1074_seg_0.wav,UNKNOWN,28.55925857476821,CHINA SOUTHERN THREE TWENTY SIX CONTACT DEPARTURE,Routine,
83,5.73,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1075_seg_0.wav,UNKNOWN,50.019796936601225,OPERA JET THREE ZERO ZERO LINE UP RUNWAY ONE THREE,Routine,
84,0.78,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1076_seg_0.wav,UNKNOWN,70.48252986501748,HOTEL BRAVO KILO ECHO XRAY EXERCISES IS APPROVED,Elevated Risk,High Stress (Score: 70)
85,2.2,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1077_seg_0.wav,UNKNOWN,100.0,TWO EIGHT ZERO,EMERGENCY,Severe Stress Spike (Score: 100)
86,7.87,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1078_seg_0.wav,UNKNOWN,27.75038926165644,RUNWAY TWO FIVE CLEARED TO LAND NINER JULIETT LIMA,Routine,
87,2.59,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1079_seg_0.wav,UNKNOWN,45.29802551059741,DESCENDING FLIGHT LEVEL EIGHT ZERO CSA FIVE FOUR FIVE,Routine,
88,1.82,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_107_seg_0.wav,UNKNOWN,48.04680433022729,THREE EIGHT PAPA GOLF BYE,Routine,
89,7.18,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1080_seg_0.wav,UNKNOWN,100.0,SWISS FOUR,EMERGENCY,Severe Stress Spike (Score: 100)
90,3.23,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1081_seg_0.wav,UNKNOWN,46.581504468102736,OSCAR SIERRA JULIETT DESCEND FLIGHT LEVEL SEVEN ZERO,Minor Anomaly,Potential Communication Hesitation/Anomaly
91,5.2,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1082_seg_0.wav,UNKNOWN,100.0,ROGER CLEARED TO LAND RUNWAY THREE FOUR LEFT EXIT ON THE HIGH SPEED ON RIGHT,EMERGENCY,Severe Stress Spike (Score: 100)
92,2.015,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1083_seg_0.wav,UNKNOWN,52.21139779463036,OSCAR ECHO INDIA TANGO HOTEL TOWER ON TAXIWAY KILO CROSS RUNWAY TWO EIGHT CONTACT APRON ONE TWO ONE DECIMAL SEVEN FIVE FIVE BYE BYE,Routine,
93,1.4,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1084_seg_0.wav,UNKNOWN,32.0183679818416,FREQUENCY CHANGE APPROVED BYE BYE HAVE A NICE EVENING HOTEL QUEBEC MIKE,Routine,
94,1.81,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1085_seg_0.wav,UNKNOWN,28.49459786065773,SEVEN ZERO NINER,Routine,
95,1.34,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1086_seg_0.wav,UNKNOWN,55.93675136854967,CROSSING TO LANDING FIVE TWO TWO FIVE LANDING ON DISCRETION HELI CHARLIE ZULU,Routine,
96,4.44,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1087_seg_0.wav,UNKNOWN,91.68065147954214,BAIR SEVEN ONE TWO TAXI VIA DELTA LINE UP RUNWAY ZERO FOUR,EMERGENCY,Severe Stress Spike (Score: 91)
97,2.73,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1088_seg_0.wav,UNKNOWN,35.25524742453037,BERN APPROACH HOTEL BRAVO KILO BRAVO VICTOR,Routine,
98,4.01,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1089_seg_0.wav,UNKNOWN,91.64939709451814,CONTRACT TWO ROMEO GOLF CONTINUE PRESENT HEADING VECTORS ILS RUNWAY THREE ONE,EMERGENCY,Severe Stress Spike (Score: 91)
99,2.66,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_108_seg_0.wav,UNKNOWN,73.41815033189596,CSA EIGHT MIKE THREE PROCEED DIRECT TO PAPA ROMEO NINER ZERO SIX,Elevated Risk,High Stress (Score: 73)
100,1.64,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1090_seg_0.wav,UNKNOWN,33.81908796363943,UNITED ONE THREE FIVE BEHIND LUFTHANSA LINE UP RUNWAY,Routine,
101,2.31,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1091_seg_0.wav,UNKNOWN,8.43037933973806,RYANAIR SEVEN THREE ALPHA HOTEL,Routine,
102,2.48,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1092_seg_0.wav,UNKNOWN,97.38477168115536,SYDNEY TOWER EVENING QANTAS SEVENTY FIVE TWENTY EIGHT HEAVY,EMERGENCY,Severe Stress Spike (Score: 97)
103,3.88,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1093_seg_0.wav,UNKNOWN,99.53861270342976,ILS ESTABLISHED RUNWAY ONE THREE,EMERGENCY,Severe Stress Spike (Score: 99)
104,2.73,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1094_seg_0.wav,UNKNOWN,18.681018689860657,EUROTRANS FIVE ONE THREE THREE AT YOUR DISCRETION DESCEND TO FLIGHT LEVEL TWO EIGHT ZERO TO BE LEVEL BY HOTEL DELTA OSCAR,Routine,
105,5.55,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1095_seg_0.wav,UNKNOWN,6.178774386515975,CONTACT TOWER ONE ONE EIGHT ONE GOOD NIGHT,Routine,
106,3.76,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1096_seg_0.wav,UNKNOWN,0.942949552449022,THAT'S SUFFICIENT SO WE ARE GOING VIA PAPA AND THEN RUNWAY TWO TWO FOR,Routine,
107,0.33,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1097_seg_0.wav,UNKNOWN,100.0,CSA SEVEN THREE TWO ZERO,EMERGENCY,Severe Stress Spike (Score: 100)
108,5.0,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1098_seg_0.wav,UNKNOWN,0.0,DIRECT RAPET THANK YOU LUFTHANSA CARGO EIGHT FIVE ZERO NINER,Routine,
109,1.17,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1099_seg_0.wav,UNKNOWN,37.12088143485512,OSCAR KILO ECHO LIMA ALPHA CLIMB TO FLIGHT LEVEL SEVEN ZERO,Routine,
110,3.37,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_109_seg_0.wav,UNKNOWN,92.34494298989496,WIND ZERO EIGHT ZERO DEGREES,EMERGENCY,Severe Stress Spike (Score: 92)
111,2.95,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_10_seg_0.wav,UNKNOWN,72.57617515469136,SKYTRAVEL ONE ZERO ONE ONE VACATE LEFT TAXIWAY PAPA CONTACT RUZYNE GROUND ONE TWO ONE DECIMAL NINER,Elevated Risk,High Stress (Score: 72)
112,1.93,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1100_seg_0.wav,UNKNOWN,36.82009904189124,NOVEMBER MIKE ALPHA ROGER AND YOU ARE RECLEARED STRAIGHT IN ILS APPROACH ONE FOUR,Routine,
113,3.05,C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1101_seg_0.wav,UNKNOWN,9.481762649394284,LEGEND ONE TWO ZERO TWO TOWER HELLO WIND ONE SIX ZERO DEGREES FOUR KNOTS RUNWAY ONE FOUR CLEARED TO LAND VACATE AT OWN DISCRETION,Routine,
