file_path,transcript,duration,segment_index,speaker_role,stress_score,alert_level,Manual_Risk_Label,true_label,predicted_label
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1129_seg_0.wav,LUFTHANSA SEVEN JULIETT ALPHA CLIMB FLIGHT LEVEL THREE THREE ZERO,5.06,143,UNKNOWN,7.223216519346678,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1134_seg_0.wav,DONAVIA THREE ZERO FIVE DESCEND FLIGHT LEVEL TWO NINER ZERO ONE THOUSAND OR MORE,5.24,149,UNKNOWN,23.557422020215203,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1135_seg_0.wav,SINGAPORE THREE TWO FIVE REQUEST FLIGHT LEVEL THREE THREE ZERO STANDBY,5.74,150,UNKNOWN,59.69368084371641,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1142_seg_0.wav,DIRECT RAPET GERMAN WINGS TWO ONE FOUR ONE,1.38,158,UNKNOWN,85.20290834598299,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1145_seg_0.wav,ONE THREE THREE FOUR ZERO FIVE GOOD BYE LOT FOUR THREE THREE LOT FOUR THREE THREE NEGATIVE FREQUENCY ONE THREE SIX DECIMAL FOUR ZERO FIVE,5.63,161,UNKNOWN,10.85017115983046,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1148_seg_0.wav,ROGER ONE THREE FOUR DECIMAL FOUR SEVEN FIVE,4.27,164,UNKNOWN,0.98291961839535,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1149_seg_0.wav,ONE THREE THREE TWO EIGHT FIVE ETHIOPIAN SEVEN ZERO TWO BYE BYE,1.77,165,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_115_seg_0.wav,CSA NINER SIX,1.94,177,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1165_seg_0.wav,AIRFRANS ONE THREE EIGHT TWO TURN RIGHT HEADING TWO NINER ZERO INTERCEPT LOCALIZER RUNWAY THREE ONE,3.37,183,UNKNOWN,55.22283730371095,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1169_seg_0.wav,CSA NINER ONE SEVEN CONTACT RUZYNE RADAR ONE ONE NINER ZERO,2.69,187,UNKNOWN,43.79938943239351,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1170_seg_0.wav,THANK YOU PRESENT HEADING CSA SEVEN,2.99,189,UNKNOWN,7.299141999427235,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1179_seg_0.wav,SHAMROCK SIX FOUR FOUR CONTINUE LEFT HEADING THREE THREE ZERO TO INTERCEPT CLEARED FOR ILS APPROACH RUNWAY THREE ONE,2.19,198,UNKNOWN,85.15766486413875,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1192_seg_0.wav,PRAHA RADAR GOOD AFTERNOON DONAVIA THREE ZERO SIX,6.095,213,UNKNOWN,9.34644009565544,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1198_seg_0.wav,CLIMB FLIGHT LEVEL ONE SIX ZERO SKYTRAVEL ONE ZERO THREE EIGHT,6.23,219,UNKNOWN,34.20994208729375,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1199_seg_0.wav,PADKA,2.26,220,UNKNOWN,46.18868643545081,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1200_seg_0.wav,OSCAR KILO MIKE ECHO ECHO PAPA CONTACT RUZYNE RADAR ONE ONE EIGHT DECIMAL THREE,4.73,223,UNKNOWN,47.400623552678205,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1208_seg_0.wav,GOOD DAY TURKISH ONE SEVEN SIX EIGHT CLIMBING FLIGHT LEVEL TWO EIGHT ZERO REQUESTING LEVEL,0.89,231,UNKNOWN,52.312130474149335,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1209_seg_0.wav,PRAHA LUFTHANSA ONE FIVE LIMA LIMA,3.24,232,UNKNOWN,9.524449038964178,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1212_seg_0.wav,TANGO THREE SIX FIVE SION TOWER GOOD MORNING AIR TAXI HOLDING POINT,3.27,236,UNKNOWN,93.06914360763764,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1213_seg_0.wav,WE ARE NOT READY NOW FOXTROT LIMA DELTA,3.86,237,UNKNOWN,0.0,Routine,low,0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1214_seg_0.wav,HOTEL GOLF YANKEE ROGER REPORT YOUR PROGRAM IN BERN,6.12,238,UNKNOWN,36.92084537052448,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1216_seg_0.wav,ONE TWO ZERO DECIMAL FIVE TWO FIVE OSCAR KILO MIKE ECHO PAPA,3.35,240,UNKNOWN,44.75198506609971,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_121_seg_0.wav,ROGER THANK YOU FOR INFO,6.42,244,UNKNOWN,35.79948089238563,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1230_seg_0.wav,LUFTHANSA NINER LIMA CHARLIE LINE UP RUNWAY THREE ONE AND WAIT,2.4,256,UNKNOWN,55.14508508640313,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1235_seg_0.wav,GERMANWINGS SEVEN HOTEL BEHIND LANDING,2.93,261,UNKNOWN,27.364206051895778,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1238_seg_0.wav,SUNEXPRESS FIVE SEVEN FOUR CONTACT RHEIN ONE TWO EIGHT DECIMAL ZERO SEVEN FIVE GOOD BYE,2.54,264,UNKNOWN,91.19255657960306,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1246_seg_0.wav,LUFTHANSA ONE ROMEO MIKE RESUME OWN NAVIGATION DIRECT RAPET,0.71,273,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1249_seg_0.wav,PRAHA GOOD MORNING REACH ONE NINER NINER WITH YOU FLIGHT LEVEL TWO NINER ZERO,5.55,276,UNKNOWN,19.521877450252983,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1253_seg_0.wav,FOUR CHARLIE BRAVO,5.85,281,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1259_seg_0.wav,OSCAR TANGO CHARLIE ROGER,3.39,287,UNKNOWN,35.63823943168488,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1267_seg_0.wav,HOTEL GOLF PAPA MAKE A ONE EIGHTY STAY CLEAR OF THE RUNWAY TAXI TO HOLDING POINT FOXTROT,1.65,296,UNKNOWN,38.93739871540153,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1268_seg_0.wav,CSA FIVE THREE SEVEN REDUCE SPEED TWO SIX ZERO KNOTS AND DESCEND FLIGHT LEVEL SORRY MAINTAIN FLIGHT LEVEL ONE ZERO ZERO,1.37,297,UNKNOWN,25.06399700666185,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1269_seg_0.wav,TAXI TO STAND SIX THREE VIA GOLF CSA NINER SEVEN,0.78,298,UNKNOWN,59.46615370163045,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1271_seg_0.wav,RADAR CSA ONE DELTA ZULU ESTABLISHED,5.07,301,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1274_seg_0.wav,HOTEL LIMA HOTEL WIND ZERO ONE ZERO DEGREES ONE ZERO KNOTS RUNWAY ONE ZERO CLEARED TO LAND,2.99,304,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1275_seg_0.wav,ZERO FIVE ZERO VECTORS FOR SEQUENCE,4.19,305,UNKNOWN,3.111739859457721,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1277_seg_0.wav,CSA NINER ZERO FIVE HEADING ONE SIX ZERO CLEARED FOR ILS APPROACH RUNWAY ONE THREE,3.99,307,UNKNOWN,24.159867789489404,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_127_seg_0.wav,LUFTHANSA THREE KILO ALPHA RUNWAY ONE THREE CLEARED TO LAND WIND ZERO EIGHT ZERO DEGREES SIX KNOTS LUFTHANSA THREE KILO ALPHA RUNWAY ONE THREE CLEARED LAND,2.24,310,UNKNOWN,37.66401848581029,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1283_seg_0.wav,LIMA DELTA GOLF FEDEX THREE FOUR,4.66,314,UNKNOWN,11.906767820153997,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1288_seg_0.wav,OK,2.33,319,UNKNOWN,30.1499977122453,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1290_seg_0.wav,HELICOPTER TANGO OSCAR YOU MAY LEAVE THE FREQUENCY BYE BYE,2.61,322,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1291_seg_0.wav,SAY AGAIN THE DEPARTURE WE FOR US,2.3,323,UNKNOWN,85.22594013404441,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1293_seg_0.wav,HOTEL GOLF OSCAR CHARLIE WAIT TO PROCEED AT LEAST ONE MILES OUT OF TRACK,3.12,325,UNKNOWN,43.56953516224039,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1296_seg_0.wav,ESTABLISHED SUDAN AIR EIGHT FIVE ZERO ZERO SPEED ONE SIX ZERO KNOTS OR MORE TILL FOUR MILES CONTACT RUZYNE TOWER ONE ONE EIGHT DECIMAL ONE GOOD BYE,1.8,328,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_129_seg_0.wav,CONTINUE APPROACH RUNWAY ONE SIX RIGHT CHINA EASTERN SEVEN SEVEN NINER ONE,0.72,332,UNKNOWN,31.30522952847075,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_12_seg_0.wav,LUFTHANSA FIVE MIKE ECHO DESCEND FOUR THOUSAND FEET QNH ONE ZERO TWO THREE,5.16,333,UNKNOWN,14.30574179997224,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1302_seg_0.wav,AIRFRANS TWO ZERO FOUR SEVEN DIRECT OSCAR KILO GOLF,4.44,336,UNKNOWN,3.3433865135919447,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1306_seg_0.wav,RECLEARED FULL STOP RUNWAY TWO FIVE ECHO XRAY,0.75,340,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1308_seg_0.wav,PRAHA GOOD DAY KLM ONE EIGHT SEVEN FIVE MAINTAIN LEVEL THREE FIVE ZERO,5.99,342,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_130_seg_0.wav,WERE ROLLING OUT THREE FIVE TWO FOUR CLEARED FOR TAKEOFF THREE ONE,5.31,344,UNKNOWN,10.074844623645603,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1310_seg_0.wav,LIKSA CSA TWO,4.29,345,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1322_seg_0.wav,TWO ZERO TO,5.0,358,UNKNOWN,6.456441850022472,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1326_seg_0.wav,CSA EIGHT ECHO CHARLIE REDUCE TO,5.47,362,UNKNOWN,14.490022227875857,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1334_seg_0.wav,MALEV EIGHT TWO FIVE ROGER LINE UP RUNWAY ONE THREE CLEARED FOR TAKEOFF WIND ZERO NINER ZERO SEVEN KNOTS,3.75,371,UNKNOWN,16.268498539007147,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1335_seg_0.wav,PRAGUE RADAR,2.96,372,UNKNOWN,58.32787116915036,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_133_seg_0.wav,LINE UP RUNWAY ONE THREE EASY FIVE FOUR NINER EIGHT,4.05,377,UNKNOWN,14.548975458180976,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1344_seg_0.wav,AUSTRIAN SEVEN ZERO SEVEN PAPA RUNWAY THREE ONE CLEARED TO LAND WIND ZERO FOUR ZERO DEGREES AND FIVE KNOTS,3.19,382,UNKNOWN,19.69658229406518,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1345_seg_0.wav,CSA TWO MIKE DELTA CLIMB TO FLIGHT LEVEL EIGHT ZERO,0.96,383,UNKNOWN,20.24440096908308,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1353_seg_0.wav,QNH ONE ZERO TWO THREE TURN RIGHT HEADING TWO EIGHT ZERO CLEARED FOR ILS APPROACH RUNWAY THREE ONE,6.94,392,UNKNOWN,19.81883944713989,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1356_seg_0.wav,CSA FIVE ZERO FIVE DESCEND FLIGHT LEVEL NINER ZERO,2.04,395,UNKNOWN,35.01975648266342,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1358_seg_0.wav,THREE SEVEN FIVE HAVE A GOOD BYE THREE FIVE TWO SIX,0.74,397,UNKNOWN,12.980501938622382,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1365_seg_0.wav,CONTINUE APPROACH,1.53,405,UNKNOWN,39.6214523828611,EMERGENCY,moderate,1,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1370_seg_0.wav,PRAHA GOOD MORNING LUFTHANSA ONE UNIFORM XRAY PASSING FLIGHT LEVEL,4.14,411,UNKNOWN,11.18957949656835,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1371_seg_0.wav,CLIMB LEVEL TWO EIGHT ZERO,1.85,412,UNKNOWN,11.931227157879654,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1386_seg_0.wav,BLACKSEA NINER FOUR EIGHT PRAHA RADAR GOOD EVENING RADAR CONTACT NEW SQUAWK ONE FOUR SIX SEVEN DIRECT HOTEL DELTA OSCAR,3.95,428,UNKNOWN,1.37626833868282,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1395_seg_0.wav,THANK YOU,0.9,438,UNKNOWN,7.11525532946208,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_13_seg_0.wav,SPEEDBIRD EIGHT SIX ONE IS READY,3.13,444,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1403_seg_0.wav,KILO KILO APPROACHING,4.78,448,UNKNOWN,22.661871500508312,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1404_seg_0.wav,CSA NINER TWO DELTA RADAR DEPARTURE SET HEADING THREE SIX ZERO,6.1,449,UNKNOWN,11.279956452851811,EMERGENCY,low,0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1415_seg_0.wav,ZERO TWO SEVEN FIVE BEELINE NINER NINER ZERO EIGHT THANKS GOOD BYE SIR,1.34,461,UNKNOWN,100.0,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1417_seg_0.wav,SHAMROCK SIX FOUR FOUR TURN LEFT HEADING THREE SIX ZERO,3.53,463,UNKNOWN,95.63185881317013,EMERGENCY,critical,3,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1422_seg_0.wav,TO,2.45,469,UNKNOWN,46.31897866422362,EMERGENCY,moderate,1,3
