file_path,transcript,duration,segment_index,speaker_role,stress_score,Manual_Risk_Label,calibrated_score,pred_label
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1103_seg_0.wav,FULLY ESTABLISHED ON RUNWAY THREE ONE,2.15,115,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1104_seg_0.wav,EASY FOUR EIGHT EIGHT XRAY CLIMB FLIGHT LEVEL THREE FOUR ZERO,7.37,116,UNKNOWN,14.658868933411457,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1105_seg_0.wav,AFFIRM,3.54,117,UNKNOWN,5.902212836138119,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1106_seg_0.wav,EIGHT SEVEN NINER REACHING LEVEL ONE ONE ZERO,3.41,118,UNKNOWN,25.75470879610525,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1108_seg_0.wav,HOTEL ZULU MIKE SIERRA FOUR DESCEND FLIGHT LEVEL NINER ZERO CONTACT RADAR ONE ONE NINER DECIMAL ZERO GOOD BYE,3.41,120,UNKNOWN,21.28627872402966,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1109_seg_0.wav,LUFTHANSA SEVEN SEVEN EIGHT CONTACT WARSAW ONE THREE FOUR DECIMAL NINER TWO FIVE,2.27,121,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1110_seg_0.wav,LOMKI SIX ROMEO COULD,1.71,123,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1111_seg_0.wav,MINIMUM RATE TWO THOUSAND SEVEN,2.77,124,UNKNOWN,8.203146943851934,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1113_seg_0.wav,LOT FIVE TWO FIVE TO THE LEFT HEADING TWO FIVE ZERO HEADING TWO FIVE ZERO LOT FIVE TWO FIVE,2.01,126,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1118_seg_0.wav,CSA SIX ZERO FIVE ZERO DIRECT GRATZ,1.84,131,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_111_seg_0.wav,LUFTHANSA SEVEN YANKEE CORRECTION SEVEN SEVEN YANKEE PROCEED TO BUDEK,4.79,133,UNKNOWN,25.302320882430813,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1120_seg_0.wav,LUFTHANSA EIGHT LIMA JULIETT PRAHA RADAR CONTACT,1.2,134,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1123_seg_0.wav,TURKISH ONE NINER FIVE THREE CONTINUE PRESENT HEADING DUE,5.46,137,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1124_seg_0.wav,SKYTRAVEL ONE ZERO ONE ONE PRAHA RADAR HELLO RADAR CONTACT DESCEND FLIGHT LEVEL ONE ZERO ZERO,4.63,138,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1125_seg_0.wav,NOR SHUTTLE THREE FIVE EIGHT ZERO RUNWAY THREE ONE CLEARED TO LAND WIND ONE EIGHT ZERO DEGREES FIVE KNOTS RUNWAY THREE ONE CLEARED TO LAND NOR SHUTTLE THREE FIVE EIGHT ZERO,3.08,139,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1129_seg_0.wav,LUFTHANSA SEVEN JULIETT ALPHA CLIMB FLIGHT LEVEL THREE THREE ZERO,5.06,143,UNKNOWN,7.223216519346678,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_112_seg_0.wav,PRAGUE RUZYNE TOWER OSCAR KILO DELTA SIERRA JULIETT HELLO ESTABLISH ILS RUNWAY THREE ONE RUNWAY IN SIGHT,4.14,144,UNKNOWN,98.08196907574202,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1133_seg_0.wav,EIGHT ZERO EIGHT UNIFORM BALTU TWO HOTEL DEPARTURE CLIMBING FIVE THOUSAND PASSING THREE THOUSAND FOUR HUNDRED,3.17,148,UNKNOWN,13.755952312409208,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1134_seg_0.wav,DONAVIA THREE ZERO FIVE DESCEND FLIGHT LEVEL TWO NINER ZERO ONE THOUSAND OR MORE,5.24,149,UNKNOWN,23.557422020215203,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1136_seg_0.wav,PROCEED TO LETKO LOT THREE NINER ONE,4.83,151,UNKNOWN,27.0536820912002,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1137_seg_0.wav,STARTUP APPROVED CLEARED TO BRAUNSCHWEIG RUNWAY THREE ONE VENOX ONE NOVEMBER ONE FOUR,5.6,152,UNKNOWN,15.975813293550502,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1140_seg_0.wav,PRAHA RADAR GOOD EVENING AIR MALTA FIVE THREE NINER OUT OF TWO THOUSAND FIVE,3.23,156,UNKNOWN,20.258140874306747,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1142_seg_0.wav,DIRECT RAPET GERMAN WINGS TWO ONE FOUR ONE,1.38,158,UNKNOWN,85.20290834598299,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1143_seg_0.wav,PEPIK DYNASTY ZERO SIX TWO,3.27,159,UNKNOWN,19.19763175109433,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1144_seg_0.wav,FIVE ONE SEVEN FIVE ON THE SQUAWK ETIHAD ZERO ONE EIGHT,5.29,160,UNKNOWN,10.509668686918817,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1145_seg_0.wav,ONE THREE THREE FOUR ZERO FIVE GOOD BYE LOT FOUR THREE THREE LOT FOUR THREE THREE NEGATIVE FREQUENCY ONE THREE SIX DECIMAL FOUR ZERO FIVE,5.63,161,UNKNOWN,10.85017115983046,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1148_seg_0.wav,ROGER ONE THREE FOUR DECIMAL FOUR SEVEN FIVE,4.27,164,UNKNOWN,0.98291961839535,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1149_seg_0.wav,ONE THREE THREE TWO EIGHT FIVE ETHIOPIAN SEVEN ZERO TWO BYE BYE,1.77,165,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1155_seg_0.wav,LUFTHANSA EIGHT HOTEL HOTEL CLIMB FLIGHT LEVEL THREE FOUR ZERO,3.24,172,UNKNOWN,21.942906050647903,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_115_seg_0.wav,CSA NINER SIX,1.94,177,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1163_seg_0.wav,PRAHA GOOD MORNING LUFTHANSA SIX NOVEMBER HOTEL LEVEL THREE THREE ZERO APPROACHING,5.17,181,UNKNOWN,1.8956328554900068,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1166_seg_0.wav,VARIK THEN KEMAD,6.18,184,UNKNOWN,16.007997680562944,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1167_seg_0.wav,CSA EIGHT EIGHT ONE RUNWAY ONE THREE CLEARED TO LAND WIND ZERO ONE ZERO DEGREES FOUR KNOTS,1.8,185,UNKNOWN,100.0,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_116_seg_0.wav,LUFT TRANSPORT ONE FIVE FIVE PROCEED TO KEMAD,3.26,188,UNKNOWN,9.950215418302456,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1170_seg_0.wav,THANK YOU PRESENT HEADING CSA SEVEN,2.99,189,UNKNOWN,7.299141999427235,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1172_seg_0.wav,APPROACH,3.76,191,UNKNOWN,17.027562712880027,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1174_seg_0.wav,OSCAR KILO GOLF DIRECT CSA SEVEN ZERO TWO,4.94,193,UNKNOWN,14.844896557808312,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1176_seg_0.wav,AIRFRANS ONE SEVEN EIGHT TWO CONTACT RUZYNE TOWER ONE ONE EIGHT DECIMAL ONE GOOD DAY,1.62,195,UNKNOWN,11.613744515021793,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1177_seg_0.wav,MAINTAINING LEVEL THREE FIVE ZERO,3.74,196,UNKNOWN,23.38048489500979,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1179_seg_0.wav,SHAMROCK SIX FOUR FOUR CONTINUE LEFT HEADING THREE THREE ZERO TO INTERCEPT CLEARED FOR ILS APPROACH RUNWAY THREE ONE,2.19,198,UNKNOWN,85.15766486413875,3.0,1.0,3
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_117_seg_0.wav,CSA EIGHT ECHO CHARLIE DESCEND FLIGHT LEVEL NINER ZERO,0.72,199,UNKNOWN,21.224897411495864,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1180_seg_0.wav,ROGER,2.08,200,UNKNOWN,24.473235065161543,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1181_seg_0.wav,AUSTRIAN SEVEN ONE ZERO PAPA RUNWAY ONE THREE CLEARED FOR TAKEOFF WIND ZERO FIVE ZERO DEGREES FIVE KNOTS,0.93,201,UNKNOWN,20.96263798150721,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1182_seg_0.wav,LUFTHANSA SEVEN EIGHT SEVEN RUNWAY THREE ONE CLEARED FOR TAKEOFF WIND ONE SIX ZERO DEGREES THREE KNOTS GOOD BYE,2.42,202,UNKNOWN,29.282541034765032,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1185_seg_0.wav,HELLO WIZZAIR FOUR XRAY ZULU RUZYNE TOWER,2.6,205,UNKNOWN,23.44139511801376,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1186_seg_0.wav,PRAHA HELLO CONDOR FIVE TWO THREE PASSING LEVEL THREE SIX FIVE DESCENDING THREE FOUR ZERO,2.94,206,UNKNOWN,10.36016436559192,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1187_seg_0.wav,LUXAIR SEVEN FIVE SIX ONE SQUAWK FIVE ONE SEVEN SIX,3.94,207,UNKNOWN,0.0,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1188_seg_0.wav,SCANDINAVIAN TWO SIX SIX TWO PRAHA RADAR CONTACT CLIMB FLIGHT LEVEL THREE ONE ZERO,1.74,208,UNKNOWN,8.567515445077554,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1192_seg_0.wav,PRAHA RADAR GOOD AFTERNOON DONAVIA THREE ZERO SIX,6.095,213,UNKNOWN,9.34644009565544,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1193_seg_0.wav,AND DEPARTURE TIME IS NOW THREE SIX WE BELIEVE WE CAN GO FIVE MINUTES BEFORE THAT SO REQUESTING,2.73,214,UNKNOWN,26.785957910337952,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_119_seg_0.wav,DESCEND FLIGHT LEVEL NINER ZERO FOR NEXT ONE ONE NINER ZERO,3.49,221,UNKNOWN,0.0303774884491971,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_11_seg_0.wav,NOR SHUTTLE THREE FIVE EIGHT ONE RUZYNE TOWER GOOD AFTERNOON,5.03,222,UNKNOWN,8.220136512393374,0.0,0.0,0
C:\Users\tssmi\OneDrive\Desktop\nlp\processed_audio\audio_1201_seg_0.wav,ROGER WHEN REACHING MAINTAIN THREE THREE ZERO,6.61,224,UNKNOWN,18.77267785068567,0.0,0.0,0
